idx,partition,spk_a,utt_a,spk_b,utt_b,snr_a,snr_b,dur_sec,wav_a,wav_b,mp4_a,out_wav,out_mp4
145,train,part_95000-100000_vg0076,9c130a61-5c96-4e71-b190-e97615ba9c1d,part_20000-25000_vg0043,069fbff2-1a16-49a2-8340-a72e15eaefa7,0.000000,-5.491356,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/9c130a61-5c96-4e71-b190-e97615ba9c1d.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/069fbff2-1a16-49a2-8340-a72e15eaefa7.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_95000-100000/9c130a61-5c96-4e71-b190-e97615ba9c1d.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0145.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0145.mp4
146,train,第一批_5%_vg0109,351b36a1-2f4c-411f-a2ee-a39687ff1312,part_80000-85000_vg0063,753b0f25-f186-45ff-a401-67bc91eb6224,0.000000,-5.939343,5.013,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/351b36a1-2f4c-411f-a2ee-a39687ff1312.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/753b0f25-f186-45ff-a401-67bc91eb6224.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/351b36a1-2f4c-411f-a2ee-a39687ff1312.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0146.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0146.mp4
147,train,part_40000-50000_vg0129,4a5f9ce4-4519-4677-9898-f403993abe4b,part_20000-25000_vg0045,06dd003c-5e12-4ada-bed9-3fef7a0cc3c6,0.000000,-4.198069,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/4a5f9ce4-4519-4677-9898-f403993abe4b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/06dd003c-5e12-4ada-bed9-3fef7a0cc3c6.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/4a5f9ce4-4519-4677-9898-f403993abe4b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0147.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0147.mp4
148,train,第一批_5%_vg0217,6a91562f-0bb1-44be-a757-542c2de783a4,part_70000-75000_vg0076,5e054ba4-80af-409f-b2a9-bec93fbc6c23,0.000000,-4.019791,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/6a91562f-0bb1-44be-a757-542c2de783a4.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/5e054ba4-80af-409f-b2a9-bec93fbc6c23.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/6a91562f-0bb1-44be-a757-542c2de783a4.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0148.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0148.mp4
149,train,第一批_5%_vg0121,3b739a58-a755-4905-9ac0-f4ffe9f5230b,part_20000-25000_vg0062,08ed547a-2836-4ba5-82c1-8acb5e852dcd,0.000000,-3.200974,25.519,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/3b739a58-a755-4905-9ac0-f4ffe9f5230b.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/08ed547a-2836-4ba5-82c1-8acb5e852dcd.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/3b739a58-a755-4905-9ac0-f4ffe9f5230b.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0149.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0149.mp4
150,train,part_90000-95000_vg0096,92411897-f750-4289-ad60-b99f09775db2,part_70000-75000_vg0067,5cb91959-f577-421c-938a-7c3afe5a2745,0.000000,-4.638264,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/92411897-f750-4289-ad60-b99f09775db2.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/5cb91959-f577-421c-938a-7c3afe5a2745.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_90000-95000/92411897-f750-4289-ad60-b99f09775db2.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0150.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0150.mp4
151,train,part_85000-90000_vg0086,84770e26-a163-40b0-9982-24d045d80843,part_15000-20000_vg0079,41930c2e-d922-4c15-b668-a7b0dd4b5c85,0.000000,-4.386455,20.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/84770e26-a163-40b0-9982-24d045d80843.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/41930c2e-d922-4c15-b668-a7b0dd4b5c85.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/84770e26-a163-40b0-9982-24d045d80843.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0151.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0151.mp4
152,train,part_10000-15000_vg0011,2576bcd5-01d5-42e8-a885-60aa5a75a0d5,part_20000-25000_vg0045,06d83d29-865b-47c9-af39-1566a59efe2b,0.000000,-5.231448,9.079,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/2576bcd5-01d5-42e8-a885-60aa5a75a0d5.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/06d83d29-865b-47c9-af39-1566a59efe2b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/2576bcd5-01d5-42e8-a885-60aa5a75a0d5.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0152.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0152.mp4
153,train,part_80000-85000_vg0048,7367cb52-abb9-4ce7-86b0-0e5abde93961,part_85000-90000_vg0008,7aa34f08-c88d-408c-9e46-5873f3b4468e,0.000000,-5.808336,5.035,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/7367cb52-abb9-4ce7-86b0-0e5abde93961.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7aa34f08-c88d-408c-9e46-5873f3b4468e.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_80000-85000/7367cb52-abb9-4ce7-86b0-0e5abde93961.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0153.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0153.mp4
154,train,part_35000-40000_vg0040,2b7f1832-8f7a-4e2d-93c0-d017740ea1ea,part_80000-85000_vg0064,7560c41d-e6f5-45ae-95cb-279d2f562dcc,0.000000,-5.626160,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_35000-40000/2b7f1832-8f7a-4e2d-93c0-d017740ea1ea.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/7560c41d-e6f5-45ae-95cb-279d2f562dcc.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_35000-40000/2b7f1832-8f7a-4e2d-93c0-d017740ea1ea.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0154.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0154.mp4
155,val,第二批_5%_vg0188,de494e36-42c4-48d1-8b03-aa0c07447cd0,part_65000-70000_vg0084,52a20122-d09f-4018-b975-1ffc19c575f8,0.000000,-5.185283,11.285,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/de494e36-42c4-48d1-8b03-aa0c07447cd0.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/52a20122-d09f-4018-b975-1ffc19c575f8.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/de494e36-42c4-48d1-8b03-aa0c07447cd0.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0155.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0155.mp4
156,train,part_60000-65000_vg0027,42b524b6-c5f0-4b02-a723-24069fed450c,part_95000-100000_vg0072,9bb044da-a95c-4e18-9c5a-8df4613b1e05,0.000000,-5.170554,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/42b524b6-c5f0-4b02-a723-24069fed450c.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/9bb044da-a95c-4e18-9c5a-8df4613b1e05.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_60000-65000/42b524b6-c5f0-4b02-a723-24069fed450c.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0156.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0156.mp4
157,train,第二批_5%_vg0061,9f08ba7e-9a18-4321-ab4e-c4dcd5b7909a,part_50000-60000_vg0030,5c1d9dd3-a058-4e02-bd47-8e742da337a1,0.000000,-3.234390,23.615,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/9f08ba7e-9a18-4321-ab4e-c4dcd5b7909a.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5c1d9dd3-a058-4e02-bd47-8e742da337a1.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/9f08ba7e-9a18-4321-ab4e-c4dcd5b7909a.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0157.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0157.mp4
158,train,part_60000-65000_vg0022,421328a8-d6cb-47b4-b7c4-3e26905311c5,part_00000-05000_vg0088,0fe1b263-8751-4879-83c0-1d1147df442b,0.000000,-3.666217,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/421328a8-d6cb-47b4-b7c4-3e26905311c5.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/0fe1b263-8751-4879-83c0-1d1147df442b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_60000-65000/421328a8-d6cb-47b4-b7c4-3e26905311c5.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0158.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0158.mp4
159,train,part_40000-50000_vg0176,52e1d18b-aa64-4b18-8ff7-b71a8eb1cff4,part_00000-05000_vg0090,104bc0c3-df33-46bf-9ae0-00d66ab28ffb,0.000000,-3.334583,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/52e1d18b-aa64-4b18-8ff7-b71a8eb1cff4.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/104bc0c3-df33-46bf-9ae0-00d66ab28ffb.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/52e1d18b-aa64-4b18-8ff7-b71a8eb1cff4.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0159.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0159.mp4
160,train,part_90000-95000_vg0057,8d49dc54-067e-4454-b19c-3555ac6ed6eb,part_20000-25000_vg0021,03b6aaf2-cb99-447d-92ab-f18b2c960e10,0.000000,-4.405732,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/8d49dc54-067e-4454-b19c-3555ac6ed6eb.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/03b6aaf2-cb99-447d-92ab-f18b2c960e10.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_90000-95000/8d49dc54-067e-4454-b19c-3555ac6ed6eb.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0160.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0160.mp4
161,train,part_05000-10000_vg0018,150f24d2-31a0-4f8b-8615-61a46e115a11,第一批_5%_vg0195,5fbb0728-889b-4af9-9bd2-542f9633b4c0,0.000000,-5.397614,7.872,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/150f24d2-31a0-4f8b-8615-61a46e115a11.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/5fbb0728-889b-4af9-9bd2-542f9633b4c0.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_05000-10000/150f24d2-31a0-4f8b-8615-61a46e115a11.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0161.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0161.mp4
162,train,第二批_5%_vg0119,bbdd0ad1-780c-484b-8abd-2b8fd0032341,第二批_5%_vg0001,8135d2ad-88bc-435c-9a55-18ea44f191e4,0.000000,-4.405182,5.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/bbdd0ad1-780c-484b-8abd-2b8fd0032341.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/8135d2ad-88bc-435c-9a55-18ea44f191e4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/bbdd0ad1-780c-484b-8abd-2b8fd0032341.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0162.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0162.mp4
163,train,part_10000-15000_vg0016,266326da-62fb-45c7-a350-708ca822368f,part_05000-10000_vg0068,1e63daaf-09bb-4455-b3f1-37ff33ac0a51,0.000000,-4.733101,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/266326da-62fb-45c7-a350-708ca822368f.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1e63daaf-09bb-4455-b3f1-37ff33ac0a51.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/266326da-62fb-45c7-a350-708ca822368f.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0163.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0163.mp4
164,train,part_85000-90000_vg0087,848b9d81-7f75-4032-beda-510dbc6b2548,第一批_5%_vg0061,1e8e4ea8-ea2c-45ab-98a9-4d48e403ef58,0.000000,-4.564212,10.031,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/848b9d81-7f75-4032-beda-510dbc6b2548.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/1e8e4ea8-ea2c-45ab-98a9-4d48e403ef58.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/848b9d81-7f75-4032-beda-510dbc6b2548.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0164.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0164.mp4
165,test,第二批_5%_vg0165,d2f1e4a8-a2b7-42f5-8a42-df465398f517,part_65000-70000_vg0044,4dc1a7e1-f685-49c9-9ce7-98944d56bf45,0.000000,-4.579551,5.035,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/d2f1e4a8-a2b7-42f5-8a42-df465398f517.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/4dc1a7e1-f685-49c9-9ce7-98944d56bf45.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/d2f1e4a8-a2b7-42f5-8a42-df465398f517.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0165.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0165.mp4
166,val,part_80000-85000_vg0082,777bda65-6a27-49f5-9667-fba3119e4ccd,part_75000-80000_vg0081,6b5441e2-7822-4233-bf3e-095cf927a4ad,0.000000,-5.121780,4.011,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/777bda65-6a27-49f5-9667-fba3119e4ccd.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6b5441e2-7822-4233-bf3e-095cf927a4ad.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_80000-85000/777bda65-6a27-49f5-9667-fba3119e4ccd.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0166.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0166.mp4
167,train,第二批_5%_vg0137,c482b05f-fc69-4366-a55c-68c9f41fcbe2,part_50000-60000_vg0022,5a8103af-4558-483e-bde4-f5dc14a4ecbe,0.000000,-3.014370,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/c482b05f-fc69-4366-a55c-68c9f41fcbe2.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5a8103af-4558-483e-bde4-f5dc14a4ecbe.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/c482b05f-fc69-4366-a55c-68c9f41fcbe2.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0167.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0167.mp4
168,train,part_85000-90000_vg0049,7feffd53-6467-4769-97a8-8e9096886430,part_40000-50000_vg0022,358412b4-78a0-4b88-9b36-f8c80c4b38ef,0.000000,-4.572426,5.085,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7feffd53-6467-4769-97a8-8e9096886430.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/358412b4-78a0-4b88-9b36-f8c80c4b38ef.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/7feffd53-6467-4769-97a8-8e9096886430.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0168.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0168.mp4
169,train,part_75000-80000_vg0054,67f7a25e-bee6-4b5a-af70-d0c1eb5dcf76,part_80000-85000_vg0019,6fd2ac6b-bd07-4173-98b6-d5d5fd116687,0.000000,-4.449282,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/67f7a25e-bee6-4b5a-af70-d0c1eb5dcf76.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/6fd2ac6b-bd07-4173-98b6-d5d5fd116687.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/67f7a25e-bee6-4b5a-af70-d0c1eb5dcf76.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0169.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0169.mp4
170,train,part_70000-75000_vg0075,5dd36247-492c-45b4-bff7-74c67f1f1518,part_70000-75000_vg0011,55f8543f-5aad-48e2-baaa-b49d263ddd8b,0.000000,-5.753654,20.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/5dd36247-492c-45b4-bff7-74c67f1f1518.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/55f8543f-5aad-48e2-baaa-b49d263ddd8b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/5dd36247-492c-45b4-bff7-74c67f1f1518.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0170.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0170.mp4
171,train,part_85000-90000_vg0019,7bf59b41-29e6-47c1-a4ce-7920e189a356,part_85000-90000_vg0022,7c71185e-2a11-4ae1-bb13-b9edc4b9c014,0.000000,-3.171755,6.153,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7bf59b41-29e6-47c1-a4ce-7920e189a356.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7c71185e-2a11-4ae1-bb13-b9edc4b9c014.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_85000-90000/7bf59b41-29e6-47c1-a4ce-7920e189a356.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0171.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0171.mp4
172,train,part_25000-30000_vg0080,17ca567d-8e86-4166-b276-09ff19b1cf30,part_95000-100000_vg0005,9344ba4b-7109-4a54-beb3-4b77527475c9,0.000000,-3.464810,4.011,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/17ca567d-8e86-4166-b276-09ff19b1cf30.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_95000-100000/9344ba4b-7109-4a54-beb3-4b77527475c9.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_25000-30000/17ca567d-8e86-4166-b276-09ff19b1cf30.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0172.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0172.mp4
173,train,part_20000-25000_vg0061,08c808b5-3a13-4fbc-a7c3-00fb6cd62efe,part_20000-25000_vg0021,03bc376a-6e28-42b5-ac6a-2fa7c9eba09b,0.000000,-3.478365,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/08c808b5-3a13-4fbc-a7c3-00fb6cd62efe.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/03bc376a-6e28-42b5-ac6a-2fa7c9eba09b.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_20000-25000/08c808b5-3a13-4fbc-a7c3-00fb6cd62efe.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0173.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0173.mp4
